Location,Year,Age,Sex,Cause of death or injury,Measure,Value,Lower bound,Upper bound
Italy,2009,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0885544677006,0.0944573640683,0.082573726102
Italy,2010,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0898722830301,0.0964057218668,0.0831133623946
Italy,2011,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0915085885356,0.0981582595608,0.0849868372386
Italy,2012,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0935272056575,0.10044033911,0.0872449425974
Italy,2013,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0959174409307,0.103296458127,0.0894801076471
Italy,2014,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0987006261632,0.10673000521,0.0918217009524
Italy,2015,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.10179922021,0.110878868902,0.0943475072697
Italy,2016,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.105167995616,0.115076700833,0.0970057929334
Italy,2017,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.108854013831,0.119936724213,0.0994148011743
Japan,1990,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0530098695043,0.0580479479507,0.048539549957
Japan,1991,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0530268942175,0.0580067616955,0.0485370862806
Japan,1992,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0531587424264,0.0581642246136,0.0487406625917
Japan,1993,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0533298855752,0.0583623554031,0.0488383289397
Japan,1994,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0535590680295,0.058544975513,0.0489620391546
Japan,1995,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0538921447015,0.058992846558,0.0492733314329
Japan,1996,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0543061784902,0.0593521394527,0.0495563919181
Japan,1997,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0548577956415,0.0599638277885,0.0500711053203
Japan,1998,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.055376318561,0.060571272242,0.0506792346276
Japan,1999,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0558047094359,0.061145024864,0.051076749448
Japan,2000,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0561349695381,0.0614336914312,0.0512372110927
Japan,2001,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0561372689753,0.0614876851356,0.0512363158701
Japan,2002,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0559152244676,0.0611718691054,0.0510702034396
Japan,2003,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0556116144675,0.0607951605778,0.050838944258
Japan,2004,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0555030954891,0.0606017300196,0.0506845329684
Japan,2005,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0558928685428,0.0610101533774,0.0510718189901
Japan,2006,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0572681087602,0.0625773159012,0.0523502374426
Japan,2007,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0597168822608,0.0653141122183,0.054655467211
Japan,2008,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.062595661472,0.0684859242684,0.0571955720358
Japan,2009,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0653295493153,0.0715791858308,0.0595937575912
Japan,2010,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0672856243584,0.0739258190186,0.0613127795236
Japan,2011,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0685783730185,0.0753032468064,0.0625016348206
Japan,2012,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0699524842439,0.0768918886377,0.0637199000332
Japan,2013,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0712738766664,0.0784947072562,0.0647984577645
Japan,2014,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0725059461284,0.0801468813244,0.065728882183
Japan,2015,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0736007333602,0.0818166289356,0.0663545046133
Japan,2016,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0745089097515,0.0836005124014,0.0668275103072
Japan,2017,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0754171024766,0.0850196554023,0.0672641830708
Latvia,1990,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0640361025478,0.0696567290781,0.0585901077828
Latvia,1991,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0646835684321,0.0703561749713,0.0594474890109
Latvia,1992,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0655155941266,0.0711845886474,0.060435911415
Latvia,1993,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0664606583908,0.072028375698,0.0612929120706
Latvia,1994,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0674109603151,0.0733103192637,0.0619786983811
Latvia,1995,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0684085871721,0.0747746599735,0.0627129866847
Latvia,1996,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0697175235437,0.075875571491,0.064155620002
Latvia,1997,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0714512068756,0.0776305215856,0.0659759236383
Latvia,1998,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0733900610711,0.0795506877712,0.0678157370957
Latvia,1999,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0753569373262,0.0818314962207,0.0691811387458
Latvia,2000,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0772681901695,0.0838650301941,0.0706561864361
Latvia,2001,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0792078812402,0.0854387326966,0.0727831072168
Latvia,2002,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0813669124869,0.0876077801383,0.0751872424597
Latvia,2003,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0836107313812,0.0900389968512,0.077200929347
Latvia,2004,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.085731386027,0.0924374898424,0.0791026733184
Latvia,2005,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.087554025771,0.0947596432231,0.0803987761851
Latvia,2006,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0891869468194,0.0959516128392,0.0821678480153
Latvia,2007,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0909817451767,0.0979929800032,0.08393059942
Latvia,2008,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0929026820372,0.100235396287,0.0857693651034
Latvia,2009,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0947960904121,0.102723386855,0.0874387094996
Latvia,2010,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.09651608808,0.105323955659,0.0886354077078
Latvia,2011,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0980769898416,0.107083365462,0.0902673172706
Latvia,2012,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0996839496242,0.108831365653,0.0919159737385
Latvia,2013,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.101241776114,0.110499483491,0.0933583439663
Latvia,2014,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.102699294365,0.112320079258,0.0945774070164
Latvia,2015,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.104098940492,0.114327687119,0.0953664071503
Latvia,2016,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.105375298505,0.116143908285,0.0960920081376
Latvia,2017,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.106607327529,0.118162792037,0.0966208669545
Luxembourg,1990,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0911748418965,0.0994262214627,0.0832345653646
Luxembourg,1991,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0923770936172,0.100463157436,0.084521390689
Luxembourg,1992,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0935208032062,0.101591209647,0.0856459436818
Luxembourg,1993,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.09453287204,0.102901891614,0.0868271386895
Luxembourg,1994,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0955033665984,0.104160643088,0.0876006879072
Luxembourg,1995,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0964648802159,0.105374263064,0.088329901169
Luxembourg,1996,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0973600292602,0.106167349181,0.0894309597627
Luxembourg,1997,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0983605540641,0.106958492404,0.0906750909051
Luxembourg,1998,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0993778562902,0.107791585141,0.091678300608
Luxembourg,1999,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.100411250253,0.109042544928,0.092568317772
Luxembourg,2000,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.101402964211,0.110613175041,0.0933803543119
Luxembourg,2001,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.102260346677,0.111515857083,0.0941770273471
Luxembourg,2002,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.103196931421,0.1124215677,0.0951040485889
Luxembourg,2003,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.104165984522,0.1136112538,0.095956164256
Luxembourg,2004,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.105099349269,0.115288202231,0.0965846983898
Luxembourg,2005,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.106174458058,0.11710105154,0.0971001858783
Luxembourg,2006,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.107421315951,0.118094235351,0.0983305898241
Luxembourg,2007,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.109088130435,0.119374686549,0.0998328356008
Luxembourg,2008,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.11099098332,0.121461707499,0.101546390265
Luxembourg,2009,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.113027161932,0.123827178609,0.103356293241
Luxembourg,2010,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.115079914705,0.12662181757,0.105064925625
Luxembourg,2011,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.116966657206,0.1284354004,0.106950176982
Luxembourg,2012,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.118819606199,0.130401837481,0.108886762854
Luxembourg,2013,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.120841699529,0.132889859046,0.110820128601
Luxembourg,2014,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.123091733998,0.135201585243,0.112561170031
Luxembourg,2015,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.125460474177,0.138038238519,0.114618814851
Luxembourg,2016,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.12774688142,0.140794147574,0.116273952024
Luxembourg,2017,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.13008777442,0.143953958511,0.117619506971
Mexico,1990,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0619153208793,0.0669292623961,0.0570601915543
Mexico,1991,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0635130128617,0.068600231362,0.0585283374336
Mexico,1992,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0650368149189,0.0702091604253,0.0599720234513
Mexico,1993,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.066458529135,0.071714358533,0.061345662974
Mexico,1994,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0677593962505,0.0729942228989,0.0625998479202
Mexico,1995,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0688824712617,0.0742472604121,0.0635892866433
Mexico,1996,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0698862174589,0.0753109520432,0.0645302934148
Mexico,1997,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0707501695971,0.0762410404248,0.0652900644914
Mexico,1998,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0715361085512,0.0770571174189,0.0661284706329
Mexico,1999,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0723238824135,0.0778520727411,0.0670307932553
Mexico,2000,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0731866479147,0.0787976899128,0.0678286027165
Mexico,2001,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0740732348403,0.079788143852,0.0687033651854
Mexico,2002,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0748149004031,0.0806699028575,0.069455890286
Mexico,2003,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0755397790938,0.0814471936008,0.0700644481397
Mexico,2004,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0764065222961,0.0823804522376,0.0707964270307
Mexico,2005,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.077568364983,0.0836409699896,0.0719280656559
Mexico,2006,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0794652479623,0.0857994880296,0.0736627623586
Mexico,2007,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0820786793084,0.0885310206766,0.076099608977
Mexico,2008,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0850066816315,0.0916822025266,0.0786701627549
Mexico,2009,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0878321402172,0.0948489459056,0.0811638705506
Mexico,2010,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0901339866787,0.0972866659392,0.0832519690377
Mexico,2011,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0922443133568,0.0994262239179,0.0853059454913
Mexico,2012,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0946888667144,0.102105643414,0.0876537225194
Mexico,2013,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0974092255072,0.105435435162,0.0900498268168
Mexico,2014,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.100351039102,0.109146893602,0.0925976917017
Mexico,2015,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.103472169016,0.112702618441,0.0954504658619
Mexico,2016,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.106734559718,0.116795829897,0.098045993513
Mexico,2017,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.110059701282,0.120925647598,0.100682958913
Netherlands,1990,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0839553455194,0.0912342883148,0.077005268848
Netherlands,1991,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0856116296846,0.0925137456799,0.0788206011315
Netherlands,1992,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0872544629391,0.0939725255325,0.0801935844055
Netherlands,1993,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0887920508775,0.0954283056628,0.0817893677492
Netherlands,1994,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0902283139316,0.0970681149308,0.0831194515506
Netherlands,1995,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0915796455657,0.0987528033029,0.0839468264399
Netherlands,1996,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.092892953146,0.0997753138512,0.0855661050336
Netherlands,1997,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0943476788871,0.101055221334,0.0875575415203
Netherlands,1998,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0957644502598,0.102550474094,0.0888137941426
Netherlands,1999,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0970910405817,0.103967937472,0.0899832753493
Netherlands,2000,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0982771361968,0.105733427361,0.0908372555138
Netherlands,2001,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0993950681338,0.106744848696,0.0920261520441
Netherlands,2002,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.100714355186,0.108512188079,0.0935171421188
Netherlands,2003,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.102069323421,0.110422006269,0.0946519172557
Netherlands,2004,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.103542289733,0.112483312223,0.0959047742344
Netherlands,2005,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.1051546716,0.115127400604,0.0969085718818
Netherlands,2006,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.107172502505,0.116607197551,0.0990443827271
Netherlands,2007,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.109919325227,0.118991222,0.101423319803
Netherlands,2008,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.112800434193,0.122451955863,0.103765890739
Netherlands,2009,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.115438866383,0.125422534526,0.105823094514
Netherlands,2010,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.117501113691,0.128243023946,0.107247333062
Netherlands,2011,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.11904270557,0.129403349745,0.108939271078
Netherlands,2012,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.120589714009,0.131244162163,0.110577536337
Netherlands,2013,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.121944740668,0.132522131091,0.112066079293
Netherlands,2014,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.123070845161,0.13372843475,0.113011807593
Netherlands,2015,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.123931610117,0.135300812252,0.113486591093
Netherlands,2016,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.124394768746,0.136464575609,0.113465341844
Netherlands,2017,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.124567059352,0.137749327685,0.113164477131
New Zealand,1990,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.046773009593,0.0512655271933,0.0426125680082
New Zealand,1991,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0478253986213,0.0521254672656,0.0437378866018
New Zealand,1992,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0487360590324,0.0530996599037,0.0447778753991
New Zealand,1993,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0494649499561,0.0538318221014,0.0454267467234
New Zealand,1994,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0500711687034,0.0546473960367,0.0458633064293
New Zealand,1995,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0505741314699,0.0553315249101,0.0460704769825
New Zealand,1996,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0509725288814,0.0554585633282,0.0466677278833
New Zealand,1997,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0512654295775,0.0556403883447,0.046943186098
New Zealand,1998,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0514114264084,0.0556792078508,0.0470085003682
New Zealand,1999,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0514189470547,0.0558947003252,0.0469545164804
New Zealand,2000,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0513169967158,0.0559110703696,0.046712011847
New Zealand,2001,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0504900665712,0.0546691274178,0.046171490399
New Zealand,2002,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0486667999485,0.0523942825065,0.0446014835887
New Zealand,2003,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0465150328999,0.0499632280334,0.0427130665598
New Zealand,2004,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0447980312062,0.0481941246852,0.0411216365833
New Zealand,2005,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0442859896473,0.0477149700545,0.0406885070527
New Zealand,2006,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0448239425832,0.0481171107318,0.0414852545964
New Zealand,2007,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0456753624666,0.0489519010435,0.0424322605285
New Zealand,2008,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.046715972709,0.0498959079603,0.0435048244057
New Zealand,2009,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0478971345707,0.0511799698537,0.0446814560313
New Zealand,2010,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0491492001575,0.0526438394683,0.0458736939913
New Zealand,2011,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0505649646315,0.0541472129097,0.0472214888416
New Zealand,2012,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0522630481789,0.0560332426438,0.0487113794129
New Zealand,2013,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0541927747307,0.0583049131097,0.0504598607229
New Zealand,2014,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0563353883907,0.0607980173067,0.0521881418209
New Zealand,2015,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.058675859029,0.0635325286402,0.0542423612382
New Zealand,2016,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0612254952948,0.0666877772227,0.0563901502854
New Zealand,2017,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0639710818519,0.0701676171837,0.0583425461198
Norway,1990,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0896342681471,0.0974124897427,0.0823281207048
Norway,1991,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0906314188822,0.0983945092949,0.0832480168133
Norway,1992,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0914793056834,0.0991629525231,0.0839932648809
Norway,1993,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.092173035933,0.0998600029432,0.0847923183177
Norway,1994,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0926888891605,0.10044978725,0.0852659324783
Norway,1995,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0930336910131,0.100845489666,0.0856041318252
Norway,1996,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0932090142236,0.101022947322,0.0857401423701
Norway,1997,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0932478809145,0.101055489226,0.0857140507665
Norway,1998,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0932719928487,0.101100503596,0.085701107982
Norway,1999,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0933758588566,0.101271861407,0.0856796120056
Norway,2000,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0937056059015,0.101727310944,0.0859334641469
Norway,2001,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0946869250576,0.102700688231,0.0868699192271
Norway,2002,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0963556482498,0.104570276383,0.0885011857905
Norway,2003,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0983782160159,0.106685200639,0.0902625407214
Norway,2004,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.100383437339,0.108847483732,0.0921754484841
Norway,2005,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.101977888815,0.110524818453,0.0936143511977
Norway,2006,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.103239731784,0.111989702289,0.0948675766498
Norway,2007,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.10445032361,0.113688580116,0.0960271941921
Norway,2008,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.105488123579,0.115081765265,0.0969453935942
Norway,2009,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.106278995281,0.116069490475,0.0977079360363
Norway,2010,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.106775301778,0.116891946234,0.0980917452779
Norway,2011,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.107002415122,0.117551981841,0.0982286249469
Norway,2012,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.107171539768,0.117628938407,0.0982798218095
Norway,2013,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.107290569072,0.117897427869,0.0981857903807
Norway,2014,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.107333057664,0.118262902066,0.0982061531455
Norway,2015,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.107346046365,0.118416939046,0.09785376256
Norway,2016,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.107242843778,0.118629343381,0.0974098683459
Norway,2017,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.106992866058,0.118939216041,0.0969089074737
Poland,1990,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0616536940995,0.0681128242772,0.0567533380773
Poland,1991,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0618104142623,0.0676239574325,0.0571534977897
Poland,1992,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0620886201771,0.0677309545433,0.0576614820964
Poland,1993,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0625322149083,0.0681668699663,0.0580506045965
Poland,1994,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0631537164266,0.0688400101358,0.0585646407409
Poland,1995,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0639626896878,0.0698401610368,0.0590034707228
Poland,1996,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0651213917821,0.0707179129758,0.060051080247
Poland,1997,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0666565065425,0.0721911705897,0.0615033010769
Poland,1998,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0684049331424,0.0740177080157,0.063005308218
Poland,1999,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0701887666733,0.0761356681367,0.0644931131561
Poland,2000,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0718372494476,0.0781203540776,0.0654986946818
Poland,2001,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0735065056984,0.0797450658215,0.067550744476
Poland,2002,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0753505424819,0.0816292223718,0.0692957729234
Poland,2003,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0772194402352,0.0836476596523,0.0709916585117
Poland,2004,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0789488013617,0.0859574123082,0.0723174801312
Poland,2005,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0803851677809,0.0880772323129,0.0732767180544
Poland,2006,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0813757291663,0.0885773627462,0.0745814160618
Poland,2007,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0819790956854,0.0890868661139,0.0755246581367
Poland,2008,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0824160848877,0.0891601995683,0.0757776673968
Poland,2009,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0829395782274,0.0899182660131,0.0762170073708
Poland,2010,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0838491080051,0.0911573389009,0.0766430619139
Poland,2011,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0852868095185,0.0924361047419,0.0782521806571
Poland,2012,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0871354292388,0.0945076306088,0.0804727085879
Poland,2013,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0893779953925,0.0969975248974,0.082629354514
Poland,2014,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0920088783012,0.100127759894,0.0848124293294
Poland,2015,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.0949866071778,0.104118403008,0.0870405686333
Poland,2016,All ages,Both,Diabetes mellitus,Percent of total prevalent cases,0.098310500981,0.108340735647,0.0894802365439
